proj,files,totalLines,commentLines,blankLines,lineOfCodes,class,property,method,functions,operator,size(bytes),size
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\njl\njl.vbproj,njl\JuliaScriptLoader.vb,67,5,10,52,1,0,1,2,0,2586,2.59 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\njl\njl.vbproj,njl\Language\InternalParser.vb,68,17,9,42,1,0,0,2,0,3208,3.21 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\njl\njl.vbproj,njl\Language\JlScanner.vb,30,0,6,24,1,0,1,0,0,1057,1.06 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\njl\njl.vbproj,njl\Language\SyntaxTree.vb,297,16,50,231,1,0,12,2,0,11473,11.47 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\njl\njl.vbproj,njl\Runtime\c.vb,7,0,3,4,1,0,0,0,0,92,92 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\njl\njl.vbproj,njl\Runtime\io.vb,128,35,12,81,1,0,1,3,0,4568,4.57 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\njl\njl.vbproj,njl\Runtime\math.vb,37,5,5,27,1,0,0,1,0,1333,1.33 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\njl\njl.vbproj,<project>,634,78,95,461,7,0,15,10,0,24317,24.32 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\npy\npy.vbproj,npy\PythonScriptLoader.vb,61,5,9,47,1,0,0,2,0,2421,2.42 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\npy\npy.vbproj,npy\Expressions\PipelineFunction.vb,89,7,13,69,1,4,1,3,0,3356,3.36 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\npy\npy.vbproj,npy\Language\InternalParser.vb,148,9,25,114,1,0,0,5,0,6689,6.69 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\npy\npy.vbproj,npy\Language\PyScanner.vb,47,4,10,33,1,0,1,1,0,1704,1.70 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\npy\npy.vbproj,npy\Language\PythonLine.vb,28,0,7,21,1,1,1,1,0,770,770 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\npy\npy.vbproj,npy\Language\SyntaxTree.vb,386,19,55,312,1,0,12,2,0,14380,14.38 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\npy\npy.vbproj,npy\Language\Implements\FunctionInvokeSyntax.vb,6,0,2,4,1,0,0,0,0,101,101 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\npy\npy.vbproj,npy\Language\Implements\ValueAssignSyntax.vb,130,9,21,100,1,0,0,2,0,5530,5.53 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\npy\npy.vbproj,<project>,895,53,142,700,8,5,15,16,0,34951,34.95 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nsas\nsas.vbproj,nsas\DBMS.vb,25,9,8,8,4,0,0,0,0,379,379 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nsas\nsas.vbproj,nsas\Process.vb,41,7,11,23,4,3,0,0,0,899,899 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nsas\nsas.vbproj,nsas\Language\FileName.vb,3,0,1,2,1,0,0,0,0,34,34 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nsas\nsas.vbproj,nsas\Outputs\Report.vb,6,3,1,2,1,0,0,0,0,103,103 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nsas\nsas.vbproj,<project>,75,19,21,35,10,3,0,0,0,1415,1.42 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\TypeScriptLoader.vb,79,5,11,63,1,0,2,2,0,3320,3.32 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\Models\ExpressionCollection.vb,30,3,6,21,1,3,0,3,0,1047,1.05 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\Models\SyntaxToken.vb,89,4,14,71,1,2,2,6,2,2859,2.86 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\stdlib\console.vb,86,0,14,72,1,0,0,3,0,3072,3.07 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\stdlib\JSON.vb,25,0,4,21,1,0,0,2,0,965,965 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\stdlib\Math.vb,15,0,3,12,1,0,0,1,0,404,404 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\stdlib\system.vb,24,0,5,19,1,0,0,3,0,692,692 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\stdlib\isolationFs\localStorage.vb,40,0,8,32,1,0,1,4,0,1323,1.32 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\stdlib\isolationFs\sessionStorage.vb,40,0,8,32,1,0,1,4,0,1384,1.38 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\stdlib\isolationFs\Storage.vb,54,0,14,40,1,0,1,6,0,1697,1.70 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\SyntaxParser\ExpressionUtils.vb,39,6,4,29,1,0,0,2,0,1598,1.60 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\SyntaxParser\InternalParser.vb,447,37,60,350,1,0,0,13,0,18604,18.60 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\SyntaxParser\SyntaxTree.vb,405,51,59,295,1,0,1,8,0,16988,16.99 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\SyntaxParser\TsScanner.vb,29,0,5,24,1,0,1,0,0,1041,1.04 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\SyntaxParser\Utils.vb,95,4,12,79,1,0,2,6,0,2881,2.88 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,nts\test\Program.vb,38,19,6,13,1,0,1,0,0,2736,2.74 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\nts.vbproj,<project>,1535,129,233,1173,16,5,12,63,2,60611,60.61 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\test\test.vbproj,test\Program.vb,38,19,6,13,1,0,1,0,0,2736,2.74 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\nts\test\test.vbproj,<project>,38,19,6,13,1,0,1,0,0,2736,2.74 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\test\test.vbproj,test\jlTest.vb,132,1,33,98,1,0,9,0,0,2257,2.26 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\test\test.vbproj,test\Program.vb,91,1,28,62,1,0,6,0,0,1839,1.84 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\test\test.vbproj,test\test.vb,213,2,86,125,1,0,12,0,0,4563,4.56 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\test\test.vbproj,<project>,436,4,147,285,3,0,27,0,0,8659,8.66 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\CLR.vb,85,22,12,51,1,0,0,3,0,2966,2.97 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\devkit.vb,150,26,20,104,1,0,1,12,0,5604,5.60 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\github.vb,22,6,5,11,1,0,0,2,0,635,635 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\JavaScript.vb,19,3,2,14,1,0,0,1,0,583,583 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\package.vb,150,25,18,107,1,0,1,8,0,5814,5.81 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\sqlite.vb,111,32,13,66,1,0,0,3,0,4184,4.18 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\zzz.vb,10,0,4,6,1,0,1,0,0,147,147 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\documents\devStudio.vb,94,6,21,67,1,0,1,1,0,4233,4.23 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\documents\RDefinition.vb,11,0,4,7,1,0,1,0,0,265,265 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\documents\RFileHeader.vb,43,5,7,31,1,0,0,1,0,1520,1.52 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\My Project\AssemblyInfo.vb,37,15,6,16,0,0,0,0,0,1309,1.31 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\My Project\Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2771,2.77 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\My Project\Settings.Designer.vb,74,9,12,53,2,2,1,0,0,2988,2.99 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\workflow\automation.vb,34,8,5,21,1,0,1,2,0,1105,1.10 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,devkit\workflow\config.json.vb,122,12,26,84,1,0,1,5,0,4193,4.19 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\devkit\devkit-netcore5.vbproj,<project>,1037,201,164,672,15,4,8,38,0,38751,38.75 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\hiddenMarkov.vb,164,10,28,126,1,0,1,14,0,5952,5.95 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\Manifold.vb,233,53,25,155,1,0,1,3,0,9842,9.84 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\NLP.vb,26,3,5,18,1,0,0,2,0,836,836 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\ROC.vb,62,4,7,51,1,16,0,2,0,2246,2.25 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\tSNETool.vb,121,7,24,90,2,1,1,6,0,4027,4.03 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\validation.vb,139,0,15,124,1,0,1,6,0,6753,6.75 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\zzz.vb,18,0,5,13,1,0,1,0,0,480,480 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\dataMining\clustering.vb,834,165,93,576,3,0,2,22,0,35147,35.15 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\dataMining\dbscanResult.vb,40,4,8,28,2,6,0,1,0,1089,1.09 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\dataset\datasetKit.vb,506,87,59,360,1,0,1,21,0,21740,21.74 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\dataset\FeatureDescription.vb,55,0,8,47,1,0,0,5,0,1954,1.95 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\dataset\LabelledVector.vb,49,8,8,33,1,2,0,2,0,1721,1.72 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\dataset\UnionMatrix.vb,45,0,8,37,1,0,1,1,0,1589,1.59 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\GA\GAToolkit.vb,94,20,11,63,1,0,0,3,0,3798,3.80 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\GA\GeneralChromosome.vb,50,0,9,41,1,2,0,3,0,2108,2.11 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\MachineLearning\activation.vb,35,0,7,28,1,2,0,1,0,1448,1.45 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\MachineLearning\CNN.vb,71,22,9,40,1,0,0,3,0,2442,2.44 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\MachineLearning\machineLearning.vb,543,107,59,377,1,0,2,22,0,22280,22.28 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\MachineLearning\SVM.vb,589,83,83,423,1,0,1,19,0,23785,23.79 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,MLkit\MachineLearning\xgboost.vb,144,45,12,87,1,0,0,5,0,5642,5.64 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\MLkit\MLkit-netcore5.vbproj,<project>,3818,618,483,2717,24,29,12,141,0,154879,154.88 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\docs.vb,335,22,46,267,1,0,0,6,0,13039,13.04 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\rdocumentation.vb,67,8,8,51,1,0,0,3,0,2555,2.56 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\roxygen.vb,156,37,21,98,1,0,2,3,0,6242,6.24 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\RoxygenDocument.vb,137,2,20,115,1,0,0,4,0,5321,5.32 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\My Project\AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1130,1.13 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\My Project\Resources.Designer.vb,62,23,8,31,1,2,0,0,0,2770,2.77 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\My Project\Settings.Designer.vb,75,9,13,53,2,2,1,0,0,3014,3.01 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\Rd\ContentParser.vb,20,4,4,12,1,0,2,1,0,576,576 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\Rd\DocParser.vb,106,17,15,74,3,0,2,2,0,3870,3.87 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\Rd\PlainTextParser.vb,26,0,6,20,1,0,2,1,0,602,602 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\Rd\RcodeParser.vb,53,10,6,37,1,0,2,0,0,1669,1.67 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\Rd\RDocParser.vb,11,0,4,7,1,0,0,0,0,273,273 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\Rd\RDoc\Collection.vb,15,0,6,9,2,3,0,0,0,389,389 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\Rd\RDoc\ContentModel.vb,57,0,18,39,5,5,0,6,0,1262,1.26 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\Rd\RDoc\RDoc.vb,40,8,7,25,1,8,0,2,0,1239,1.24 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\rdocumentation\function.vb,353,1,51,301,1,0,0,7,0,16672,16.67 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,roxygenNet\rdocumentation\package.vb,6,0,1,5,1,0,0,1,0,138,138 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\roxygenNet\roxygenNet-netcore5.vbproj,<project>,1567,165,241,1161,24,20,11,36,0,61195,61.20 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\signalKit\signalKit-netcore5.vbproj,signalKit\signalProcessing.vb,148,12,21,115,1,0,1,6,0,6233,6.23 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\signalKit\signalKit-netcore5.vbproj,signalKit\wav.vb,83,7,12,64,1,0,1,2,0,3492,3.49 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\signalKit\signalKit-netcore5.vbproj,signalKit\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\signalKit\signalKit-netcore5.vbproj,signalKit\My Project\AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1285,1.28 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\signalKit\signalKit-netcore5.vbproj,signalKit\My Project\Resources.Designer.vb,62,23,8,31,1,2,0,0,0,2769,2.77 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\signalKit\signalKit-netcore5.vbproj,signalKit\My Project\Settings.Designer.vb,74,9,12,53,2,2,1,0,0,3010,3.01 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\signalKit\signalKit-netcore5.vbproj,<project>,415,75,60,280,5,4,3,8,0,17223,17.22 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\webKit\webKit.NET5.vbproj,webKit\FTP.vb,128,21,21,86,2,3,0,4,0,4691,4.69 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\webKit\webKit.NET5.vbproj,webKit\GraphQuery.vb,60,23,6,31,1,0,0,2,0,2173,2.17 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\webKit\webKit.NET5.vbproj,webKit\Html.vb,128,20,20,88,1,0,1,6,0,4494,4.49 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\webKit\webKit.NET5.vbproj,webKit\jQuery.vb,87,0,15,72,1,1,2,6,0,3159,3.16 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\webKit\webKit.NET5.vbproj,webKit\URL.vb,454,90,47,317,1,0,0,13,0,18680,18.68 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\webKit\webKit.NET5.vbproj,webKit\HTTP\JSONContent.vb,27,0,4,23,1,0,1,1,0,1015,1015 B
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\webKit\webKit.NET5.vbproj,webKit\HTTP\WebTextQuery.vb,64,13,9,42,1,1,2,5,0,2012,2.01 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\webKit\webKit.NET5.vbproj,webKit\My Project\Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2771,2.77 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_kit\webKit\webKit.NET5.vbproj,<project>,1011,190,130,691,9,7,6,37,0,38995,38.99 KB
D:\GCModeller\src\R-sharp\studio\Rstudio\Rstudio.NET5.vbproj,Rstudio\Diagnostics.vb,217,126,17,74,1,0,1,1,0,10230,10.23 KB
D:\GCModeller\src\R-sharp\studio\Rstudio\Rstudio.NET5.vbproj,Rstudio\gtk.vb,120,31,8,81,1,0,0,3,0,4633,4.63 KB
D:\GCModeller\src\R-sharp\studio\Rstudio\Rstudio.NET5.vbproj,Rstudio\httpHelp.vb,131,10,20,101,1,0,0,5,0,4440,4.44 KB
D:\GCModeller\src\R-sharp\studio\Rstudio\Rstudio.NET5.vbproj,Rstudio\HttpServer.vb,185,48,21,116,1,0,2,9,0,6428,6.43 KB
D:\GCModeller\src\R-sharp\studio\Rstudio\Rstudio.NET5.vbproj,<project>,653,215,66,372,4,0,3,18,0,25731,25.73 KB
../,<root>,198798,37612,28932,132254,1630,1976,2244,5424,36,7.86334E+06,7.86 MB
